age,salary,study_hours,internet_access,experience,purchased
26,46419,0.02,1,0,0
32,37393,1.38,1,0,0
39,110965,1.53,1,15,0
34,35628,4.9,1,3,0
36,91892,3.39,1,10,0
26,73365,1.57,1,7,0
55,51711,4.97,0,4,0
36,116446,4.85,0,18,1
25,35953,3.33,0,4,0
23,31937,6.71,1,1,1
55,83080,4.65,1,9,1
38,104941,4.06,0,15,1
46,74541,9.87,0,9,1
51,49879,3.57,1,5,0
29,58295,5.79,1,5,0
56,33043,9.25,1,0,0
49,92264,0.21,1,17,1
23,20817,9.93,1,0,0
34,31957,8.05,1,2,0
49,83925,7.45,0,18,1
25,38401,6.88,1,0,1
55,84668,6.99,0,13,1
46,46168,1.45,1,6,0
48,66662,7.24,1,8,1
36,59424,2.13,1,6,0
26,45951,2.37,1,0,0
45,51024,0.21,1,3,1
56,61509,4.71,0,3,0
57,51266,2.13,1,6,1
48,68728,8.98,1,12,1
36,62980,1.37,1,10,0
50,116038,3.41,1,18,1
43,62481,7.54,1,7,1
18,15016,1.1,1,0,0
28,61759,5.33,1,5,0
19,43155,6.4,1,1,0
52,61542,2.05,1,10,0
30,73356,4.87,0,6,0
56,83721,8.71,1,15,1
51,70349,8.16,1,8,1
51,38084,7.09,1,4,0
52,123187,3.85,1,20,1
49,38448,2.7,1,4,0
29,27930,7.17,1,2,0
50,98622,2.16,1,20,1
35,55766,5.96,0,4,0
22,62094,1.01,0,4,0
36,122544,7.74,1,18,1
48,86218,9.44,1,18,1
44,26195,6.11,0,0,1
59,31425,0.24,1,5,0
55,76220,5.77,1,11,1
32,26620,0.12,1,2,0
21,49655,4.68,1,2,0
36,90509,2.02,1,18,1
38,75888,7.88,0,13,1
57,74983,5.71,1,6,1
18,28693,6.9,1,0,0
37,95714,0.49,1,16,1
39,65493,4.53,1,12,0
30,75088,4.5,1,9,1
58,84748,0.85,1,13,1
18,36312,3.43,0,0,0
32,54239,0.06,0,2,0
32,66816,8.58,1,7,1
31,49355,9.56,1,0,0
22,51262,0.83,0,1,0
23,65321,6.95,1,5,1
58,42416,5.14,1,6,0
48,81672,1.33,1,13,1
43,45753,2.14,0,1,0
42,80428,6.8,0,12,1
56,104946,1.59,0,12,1
57,78597,0.79,1,12,1
32,55047,4.2,1,8,0
23,66081,7.35,0,4,0
18,35390,1.3,1,0,0
58,114298,3.3,1,14,0
24,49463,4.71,1,2,0
21,46303,0.76,1,3,0
18,37187,2.59,1,0,0
58,65817,6.37,1,9,1
19,23062,7.4,1,1,0
51,54374,0.42,1,1,0
52,96024,1.24,1,18,1
30,40333,0.69,1,0,0
34,53893,7.18,1,1,1
27,54252,7.28,1,5,0
20,20505,0.18,1,1,0
21,41513,6.12,1,3,0
42,83785,1.06,0,16,0
54,48120,5.97,1,6,1
60,95174,6.87,1,17,1
55,18383,3.9,1,0,0
46,79676,8.81,1,10,0
18,38068,4.39,0,0,0
47,48692,9.81,0,8,0
56,90174,8.01,0,16,1
27,49446,7.09,1,3,0
46,80428,3.78,1,9,1
49,69361,1.87,1,6,0
18,40844,5.14,1,0,1
58,105228,0.31,1,17,1
34,69913,3.53,1,9,0
29,46587,9.58,1,1,0
19,15397,6.24,1,0,0
26,34144,7.74,1,2,0
29,25486,7.46,0,3,0
42,56932,8.9,0,5,0
53,26227,5.53,1,2,0
52,83653,6.28,1,13,0
39,68756,0.04,1,6,0
50,78108,6.48,1,11,1
38,69332,5.09,1,10,1
57,44329,9.09,0,5,0
39,46609,2.01,1,5,0
45,31513,2.95,1,1,0
21,30180,8.58,1,0,0
43,69313,7.06,1,4,1
40,80207,3.57,1,10,0
40,69129,3.52,1,8,1
58,102135,3.1,0,12,0
25,76800,9.97,1,7,1
49,87156,1.63,1,16,1
56,100657,9.34,1,13,1
18,19461,5.0,0,0,0
47,68590,8.62,1,10,1
45,62165,0.12,1,7,0
34,39343,7.61,0,1,0
40,111928,1.65,1,18,1
55,65700,2.6,1,6,1
41,96379,1.82,0,18,1
39,87749,1.35,0,10,0
22,31903,6.77,1,3,0
42,71062,7.45,1,10,0
24,53025,7.58,1,5,0
39,98810,3.98,0,15,1
54,26579,5.39,0,1,0
51,74690,9.55,1,13,1
53,22846,9.15,1,2,0
57,31989,9.27,1,3,0
37,76269,1.07,1,11,0
54,130703,6.62,1,20,0
34,61045,8.81,1,7,1
21,17313,5.03,0,0,0
35,62834,0.87,1,4,0
45,88826,3.97,1,12,1
33,99165,1.66,0,15,1
60,127972,4.64,1,17,1
25,52256,8.94,0,6,0
35,44855,9.59,1,6,1
46,81634,9.2,0,14,1
57,67999,6.11,1,6,1
33,40700,7.47,1,0,0
47,87889,6.94,0,15,1
51,39407,0.58,1,5,0
47,97920,8.11,0,12,1
38,58209,1.14,1,3,0
39,71540,0.5,1,14,0
42,62580,5.39,1,3,1
39,67844,1.37,1,7,0
45,39843,4.12,1,2,0
56,63326,8.76,1,12,1
50,48705,3.08,1,3,0
19,23248,8.79,1,1,0
21,44174,6.64,1,2,0
33,88572,1.24,1,13,0
29,74313,3.67,0,8,0
34,50481,2.25,1,6,0
53,16231,3.95,1,0,0
33,71909,7.16,0,15,0
56,70257,9.69,1,12,1
40,51953,5.37,1,11,1
25,53447,6.06,0,2,0
26,63146,5.45,1,3,0
31,46382,7.83,1,2,0
26,46197,5.83,1,3,0
43,84140,8.32,0,15,1
53,51189,7.43,0,7,0
20,24480,2.35,1,0,0
27,37240,6.97,1,4,0
42,18947,2.91,0,0,1
21,54305,5.41,1,1,0
47,112547,3.44,1,14,1
28,53664,5.73,1,2,0
36,92857,0.78,1,17,1
30,64541,9.9,1,12,1
53,104143,5.09,1,12,1
20,30060,0.87,1,0,0
31,52876,0.39,1,4,0
27,42502,5.9,1,6,0
55,52773,7.24,1,8,1
57,68766,7.2,1,10,1
44,135705,1.95,0,20,1
41,32732,7.26,1,3,0
33,35897,7.78,1,2,0
27,32678,2.22,1,1,0
44,42943,0.24,1,6,0
24,48640,6.08,0,3,0
45,105516,7.46,1,12,1
43,119703,0.47,0,18,1
35,77068,2.53,0,9,0
30,49820,0.74,1,10,0
25,43351,3.94,1,5,0
44,38776,6.82,1,3,0
31,51780,8.51,1,3,0
58,43396,7.01,1,4,0
23,51909,2.12,1,5,0
37,78031,3.71,1,9,1
45,62179,5.99,1,10,1
40,65921,9.47,1,12,1
29,71027,1.25,1,7,0
41,63180,3.55,1,10,0
39,53152,3.46,1,8,0
43,61747,2.57,0,9,0
39,78965,5.26,0,10,0
24,49489,6.18,1,4,0
32,59472,9.73,1,6,1
47,83100,7.75,1,20,1
21,48512,3.27,1,3,1
23,50750,2.06,0,5,0
19,15263,1.42,1,0,0
48,62834,6.38,0,11,0
41,40827,3.98,1,0,0
52,102897,9.97,1,18,0
48,52244,6.93,0,6,0
42,99337,9.82,1,20,1
25,61913,9.51,0,6,0
29,67374,4.79,0,9,0
19,53565,4.61,0,1,0
32,74624,8.55,1,10,1
57,46935,7.85,1,8,1
49,49064,6.81,1,2,0
28,40486,2.32,1,2,0
34,38905,6.41,1,1,0
38,45553,4.19,1,1,0
39,50158,1.25,0,4,1
50,75004,5.0,1,11,0
46,133296,2.82,1,20,1
32,76127,7.34,1,13,1
38,60972,8.95,0,5,0
19,15089,6.78,1,0,1
59,67373,7.65,1,17,1
55,70253,6.64,1,6,1
20,33607,1.92,0,2,0
42,40975,1.45,1,5,1
30,50440,1.66,1,8,1
41,114217,9.17,1,18,1
48,118116,8.67,1,19,1
32,75436,0.89,0,14,0
23,32830,7.67,0,3,0
58,99255,5.79,1,18,1
27,84290,8.13,1,9,1
26,41865,0.65,1,6,0
58,98962,4.5,0,15,0
58,132033,3.19,1,19,1
22,30836,6.7,1,1,0
58,122272,2.01,1,20,1
36,38149,9.82,1,3,0
37,67415,4.99,1,11,1
50,65454,1.55,0,10,0
60,104542,4.23,1,17,1
54,47481,2.68,1,8,0
48,146375,4.75,1,20,1
56,25410,2.71,1,1,0
30,32112,9.47,1,5,0
55,91059,9.35,1,15,1
23,44340,3.26,1,5,1
25,38610,4.95,1,3,0
60,66701,2.52,1,5,0
27,47953,3.12,0,0,0
58,108096,3.38,0,16,1
21,38056,6.09,1,3,0
31,86662,9.34,1,10,1
21,42635,9.13,0,1,0
41,52203,2.35,1,3,0
38,52053,0.98,1,3,0
27,70326,7.31,1,6,1
42,120716,4.68,1,20,0
23,50014,7.5,1,2,0
33,50652,8.96,1,7,1
45,54818,2.52,1,4,0
53,32700,1.09,0,3,0
50,35320,6.97,1,2,0
47,54764,9.94,1,4,0
53,85550,0.27,1,12,1
42,85974,0.91,1,11,1
30,38859,8.72,0,6,0
56,104408,8.7,1,15,1
32,19948,8.21,1,1,0
55,50772,7.52,1,3,0
47,52526,0.7,0,7,0
31,50491,3.19,1,1,0
21,25703,7.72,1,0,0
18,16450,5.33,1,0,0
20,26845,3.63,1,2,0
53,90745,8.92,1,19,1
21,41683,4.55,1,3,1
60,49207,9.87,1,1,1
31,69605,8.87,1,10,0
42,35585,6.48,0,3,0
56,55206,7.52,0,6,0
20,25204,4.45,1,1,0
24,48615,2.54,1,6,0
25,29262,4.59,1,2,0
24,51907,7.33,1,5,0
42,37174,4.89,1,5,0
34,48275,3.97,1,0,0
43,36401,9.28,0,4,0
21,60917,3.34,1,3,0
35,102216,3.6,0,17,1
21,33051,2.78,0,3,0
34,54691,6.58,1,10,1
34,93654,5.05,1,14,0
42,57798,9.34,1,6,1
20,32535,7.49,1,0,0
29,48445,5.83,1,1,0
44,132172,8.06,0,19,1
34,32027,6.97,1,3,0
39,76484,3.21,0,10,0
56,110687,1.18,1,13,1
56,117572,3.08,1,19,1
60,59468,0.37,1,8,0
53,39683,7.49,1,5,0
33,81052,5.88,0,9,0
54,108981,8.76,1,19,1
46,105619,6.67,1,18,1
31,50317,6.24,1,8,0
24,35714,9.97,1,4,0
58,54908,2.66,1,7,0
45,96472,5.05,1,15,1
30,33356,2.27,1,0,0
33,89418,8.87,0,11,1
38,39339,4.22,1,3,0
21,33401,5.4,1,3,0
56,98891,2.19,1,15,1
52,86887,2.06,1,17,1
32,80282,6.48,0,11,1
43,48222,5.67,1,7,0
24,36166,9.78,0,0,0
35,86183,6.82,1,14,1
42,111921,3.92,1,20,1
54,76883,1.07,0,8,0
38,86400,8.57,1,11,0
25,56274,8.44,1,3,1
37,58059,9.61,1,4,1
35,45646,7.77,0,4,0
36,59732,7.88,0,12,0
20,45076,8.11,1,2,0
55,31321,7.74,0,3,0
35,92564,7.47,1,16,1
44,106944,4.05,1,17,1
32,94412,4.92,0,14,1
38,79106,0.8,1,11,0
39,91985,9.16,1,20,1
25,64970,2.4,1,4,1
28,81338,9.12,1,10,1
60,70661,2.92,0,10,0
29,51505,2.44,1,7,1
56,53865,9.21,1,7,0
44,38221,1.48,1,6,0
52,42374,3.44,1,3,0
19,46401,3.28,0,1,0
52,65948,9.33,1,15,1
48,88141,9.17,0,18,1
25,46949,7.81,0,2,0
37,70949,0.63,1,6,0
25,42183,3.78,0,1,0
21,47713,2.61,1,0,1
48,84031,6.13,1,16,0
49,100256,2.75,1,14,1
30,42035,8.07,1,6,0
39,76192,8.43,1,12,1
43,100173,6.82,1,15,1
34,73432,7.48,1,6,1
46,105318,9.28,1,20,1
44,31187,1.22,1,1,0
39,65245,6.37,1,13,1
35,35676,9.78,1,3,0
22,41204,7.27,1,1,1
29,61176,2.33,1,3,1
19,35767,5.85,1,0,0
59,64657,8.68,1,4,1
24,56006,8.27,0,3,0
43,61965,9.05,1,10,1
56,50655,1.28,1,1,0
32,33404,0.19,1,3,1
50,67941,1.33,1,5,0
20,57313,0.71,0,2,0
59,87982,8.35,0,17,1
19,16678,7.87,1,0,0
34,53780,8.56,1,4,1
18,32021,0.12,1,0,0
53,110361,2.04,1,19,1
60,88259,5.93,1,12,1
34,20949,7.24,1,0,0
19,33363,2.57,1,1,1
50,98046,5.11,0,20,1
46,36684,2.79,1,6,0
23,21669,7.09,1,1,0
60,85719,9.23,0,15,1
53,71296,6.02,1,12,1
41,40411,1.66,0,3,0
28,54318,6.83,1,3,0
22,41126,1.62,1,1,0
47,67633,4.96,1,9,1
27,48203,5.96,0,3,0
54,66738,2.84,0,14,0
44,37605,9.5,0,2,0
44,22894,5.87,1,1,0
41,57371,4.55,1,3,0
20,40274,4.79,0,2,0
55,82274,1.83,1,11,1
43,83835,4.85,1,9,1
56,77600,3.15,1,8,0
35,60967,9.88,1,9,1
20,20712,9.98,0,1,0
55,43890,0.23,1,0,0
59,70428,9.26,1,15,1
42,75976,3.44,1,9,1
30,73798,6.59,1,11,1
42,54819,2.66,1,3,0
41,65332,9.29,1,5,0
58,92235,0.75,1,16,1
33,68529,1.02,1,5,0
60,16605,5.75,1,0,0
58,44332,9.35,0,6,0
59,41174,2.47,0,4,1
28,33829,2.2,0,2,1
38,102951,5.05,1,18,1
48,89164,0.94,0,14,1
32,71721,0.32,0,13,0
53,79458,2.12,1,8,1
60,71966,8.85,1,5,1
18,27548,8.19,1,0,0
45,112900,6.82,0,18,1
50,63080,4.46,1,4,0
20,54075,6.37,1,1,0
32,41138,1.2,1,1,0
50,115580,1.83,1,20,1
49,84834,0.35,1,17,1
40,113503,5.52,1,18,1
43,20333,0.95,1,0,0
34,94845,7.87,0,12,1
26,76090,5.59,0,7,1
22,42127,1.67,1,3,0
46,51786,2.08,1,8,0
23,40350,0.07,0,1,0
58,26615,6.85,1,3,0
52,112181,1.27,1,19,1
38,79661,4.4,0,14,1
40,92884,6.12,1,15,1
52,27436,9.56,0,0,0
19,51391,0.11,1,1,0
59,88556,3.71,1,12,1
26,64879,3.36,0,8,0
30,79722,6.69,1,10,1
60,121803,0.72,0,16,1
51,91042,0.31,1,17,1
33,21343,1.63,0,0,0
22,46120,7.37,1,4,0
18,38343,6.05,1,0,0
57,81816,3.64,1,14,1
39,42690,7.09,1,5,0
43,90895,9.93,1,11,1
51,41464,5.54,1,6,0
38,88367,8.13,1,11,1
24,33267,7.4,1,3,0
42,67926,7.4,1,8,1
29,63480,4.34,1,4,0
48,79312,1.19,1,9,0
44,68491,4.04,1,12,1
39,59705,4.03,1,11,1
51,53514,2.19,1,1,0
34,87417,6.93,1,15,1
28,51746,5.24,1,1,0
46,91736,4.18,1,18,0
51,84427,5.79,0,18,0
54,53361,8.54,1,7,1
43,127954,8.02,1,18,0
49,45038,9.73,1,3,1
54,91266,0.69,1,13,1
22,47149,6.16,1,2,0
37,26476,3.68,0,1,0
24,65680,5.13,1,5,1
60,60307,9.2,1,7,1
40,58924,8.21,1,12,1
18,35367,5.71,1,0,0
56,88575,5.09,1,12,1
20,24142,4.08,1,1,0
20,41986,3.01,0,1,1
23,70966,0.37,1,5,0
48,77767,5.83,1,9,1
44,78201,0.34,0,13,1
46,94083,1.27,1,16,1
32,79927,6.62,1,13,1
53,108240,1.89,1,19,1
22,32756,2.38,1,2,0
20,28263,1.13,0,1,0
42,39922,2.77,0,4,0
49,112115,5.48,1,20,1
38,33403,7.53,0,4,0
34,43511,0.85,1,5,0
26,41096,9.09,1,1,0
43,41177,8.05,1,4,0
39,57403,0.2,1,7,0
58,104876,3.96,1,14,1
40,74208,0.0,1,9,0
28,40508,5.35,0,5,0
27,78290,2.29,1,9,0
40,112287,9.23,0,18,1
22,38381,4.96,1,3,0
43,37928,3.53,1,1,0
21,20514,7.93,1,1,0
60,59870,6.72,1,3,1
44,89603,8.41,1,18,1
55,104074,6.92,0,16,0
51,134129,6.38,1,20,1
20,20397,9.82,0,0,0
49,85148,7.08,1,16,1
43,68432,3.39,1,8,0
35,90634,3.15,0,11,0
24,44639,1.63,1,2,0
30,79957,6.75,1,8,1
23,20139,4.36,1,0,0
52,46482,1.21,0,2,0
48,30441,4.0,1,0,0
59,93111,9.9,0,13,1
54,103307,2.2,1,19,1
60,70493,2.83,1,11,1
21,45106,9.86,1,2,0
59,121812,5.78,1,19,1
21,59875,7.3,1,3,0
25,58449,5.21,1,5,0
55,59647,8.46,0,6,0
28,82033,1.16,0,9,0
19,25733,1.05,1,1,0
35,115797,7.2,0,14,1
35,95879,0.88,1,17,1
39,33941,1.81,0,2,0
29,63281,5.48,1,9,1
34,52617,9.08,1,5,1
34,82634,5.34,1,16,1
53,71365,0.25,1,11,0
46,100776,6.98,0,16,1
33,66091,8.07,1,8,1
58,76403,7.33,1,12,1
28,55206,2.79,0,3,0
60,41964,2.68,0,1,0
39,59022,3.83,0,5,0
47,109783,2.21,0,15,1
25,39371,5.46,1,6,0
35,71869,2.77,1,11,1
33,98920,3.91,1,14,1
37,92371,6.38,1,19,1
56,63141,6.65,1,3,1
25,45202,2.11,1,0,0
47,80014,7.35,1,8,1
55,74023,7.53,1,9,1
46,96925,5.29,1,20,0
30,42323,0.25,0,2,0
34,29328,2.04,0,1,0
57,53453,1.75,0,5,0
60,46928,0.05,1,3,0
34,40282,4.45,1,4,1
26,42534,7.62,1,2,0
19,20259,7.61,1,1,1
59,81103,2.53,1,12,1
41,41142,3.09,1,3,0
38,75511,6.87,1,10,1
19,29986,0.13,1,0,0
22,58033,6.16,1,4,0
34,66521,7.35,0,13,1
41,49852,6.25,1,9,1
25,49351,7.77,0,1,0
47,105075,7.97,0,18,1
39,91562,9.03,1,14,1
41,62046,6.08,0,5,0
43,35557,6.38,1,1,1
25,15579,7.19,1,0,0
29,41733,5.45,1,5,0
31,44616,1.56,1,0,0
47,47978,3.4,0,7,0
52,119307,0.36,0,19,1
48,65999,2.14,1,8,0
45,70672,3.62,1,6,0
44,30113,4.19,1,1,0
53,43616,7.7,1,3,0
18,49470,7.34,0,0,1
58,78364,8.96,1,8,1
31,46573,3.21,1,4,0
27,61758,9.36,1,6,1
59,84573,7.17,1,13,1
24,54202,3.51,1,5,0
57,124091,0.04,1,17,1
31,56148,8.57,1,7,1
53,68655,7.67,1,8,1
44,40921,0.08,1,0,0
28,45212,7.19,1,6,0
59,55613,9.02,1,7,1
54,57487,5.24,0,10,0
59,102717,5.81,1,17,1
27,72795,8.67,1,7,1
24,17089,2.02,1,0,0
34,50181,2.61,0,4,0
29,36333,6.95,1,2,0
54,126847,9.19,0,20,1
54,87170,2.45,1,19,1
53,75036,4.72,1,9,1
24,35853,9.79,1,5,0
41,58635,0.17,1,12,0
51,52841,9.28,1,3,0
18,21464,1.85,1,0,0
46,58028,0.81,1,11,0
43,50980,7.53,1,6,1
27,37000,3.9,1,2,0
18,23340,9.76,1,0,0
34,73320,6.11,1,12,1
58,92289,5.02,1,11,1
53,49835,4.35,0,4,0
26,28361,7.29,1,1,0
56,68025,8.67,1,10,1
40,95257,0.48,0,11,0
46,34339,0.15,1,4,0
19,35169,1.23,1,1,0
35,57895,2.68,0,4,0
45,49255,3.19,1,7,1
59,56707,1.52,1,2,0
24,57049,6.49,1,4,0
28,44812,7.53,1,2,0
24,21775,1.97,1,1,0
60,19827,2.73,1,1,0
41,89082,1.36,0,13,0
32,26925,2.36,0,1,0
48,48292,6.14,0,3,1
36,112917,8.45,1,14,1
27,37494,0.29,1,4,0
25,63600,9.67,1,5,1
18,46339,9.28,1,0,0
19,22148,5.5,1,0,0
46,67164,4.34,1,9,0
59,20451,5.91,1,1,0
27,34797,1.64,1,1,0
59,55750,2.36,1,5,0
26,35177,6.61,1,2,0
48,102726,6.26,0,15,1
49,34287,7.41,1,5,0
19,44924,9.2,1,1,0
41,58249,0.85,1,3,0
54,55340,7.7,1,9,1
60,104146,0.74,1,19,1
23,46221,5.27,1,4,0
25,51054,7.09,0,1,0
57,90890,2.66,0,13,1
42,45895,5.41,1,4,0
59,47953,3.47,1,4,0
60,60045,8.11,1,8,1
42,29036,4.34,0,3,0
28,64581,5.9,1,5,0
52,87410,4.07,1,13,1
18,39260,3.96,1,0,0
40,72753,2.86,1,9,1
20,32668,9.33,1,0,0
58,28765,8.98,0,1,0
18,47549,3.32,1,0,0
29,43817,6.79,1,2,0
55,81039,7.3,1,7,1
57,82976,6.52,1,19,1
48,61805,5.21,1,4,0
46,40602,0.16,1,4,0
52,24428,0.79,1,2,0
45,73908,8.49,1,7,1
38,54613,7.35,1,4,0
28,38485,4.35,1,1,0
43,36608,9.96,1,0,0
28,44006,0.32,0,0,0
22,55398,0.04,1,2,0
24,32159,6.38,1,5,0
48,33281,4.37,1,2,0
56,71210,3.65,1,10,1
59,88737,5.52,1,10,1
25,42562,3.15,1,3,0
44,47699,1.15,1,6,0
38,49813,5.71,1,5,0
47,24562,1.78,1,0,0
31,65983,8.79,1,7,1
18,17126,7.53,1,0,0
41,70987,3.77,1,11,1
23,57201,6.43,1,4,0
23,43550,4.84,1,5,0
22,18386,0.25,1,0,1
52,116320,2.35,0,18,1
32,50608,2.01,1,5,0
52,79704,9.22,1,15,1
58,121915,8.88,1,20,1
25,63113,5.46,1,4,0
60,62282,6.52,0,5,0
52,40655,5.24,1,2,0
22,51401,3.41,1,2,0
48,87223,7.71,0,8,1
59,45304,7.29,1,6,0
48,60248,4.58,1,5,0
54,91779,2.69,0,16,1
25,69648,4.9,1,7,1
23,26091,8.55,1,2,0
40,42221,3.29,1,6,0
33,71948,7.85,1,13,1
25,35117,9.03,1,1,0
21,40655,3.04,0,0,0
49,63653,9.94,0,10,1
20,50504,3.39,0,1,0
33,86798,8.88,1,13,0
51,19292,1.57,1,1,0
30,70851,6.01,1,6,1
50,106173,3.31,1,19,1
39,84888,3.07,0,12,0
48,87041,9.08,1,11,1
41,130044,9.38,1,20,0
20,49557,0.92,1,2,0
50,51802,8.73,1,8,1
47,60693,5.48,0,3,0
43,58084,5.21,0,11,0
51,56235,1.28,1,8,0
39,78774,8.77,0,15,1
47,64033,2.51,1,13,1
52,122925,4.53,1,16,1
42,41131,0.36,0,8,1
45,64759,6.31,1,5,1
50,79370,4.23,1,11,1
40,47446,0.79,1,7,0
43,45750,7.45,1,1,0
26,65146,7.9,1,6,1
25,32197,9.77,0,2,0
54,86619,5.93,0,13,1
50,41486,8.21,0,4,0
32,62055,0.97,1,11,0
25,48498,5.88,1,2,0
38,109343,7.75,1,19,1
20,46055,3.47,1,1,0
26,59957,7.07,1,6,0
31,91873,0.75,0,10,0
55,41581,9.95,0,4,0
44,83760,3.2,1,12,1
37,43232,7.61,1,7,0
21,43479,5.77,1,1,0
41,45571,5.06,1,1,0
44,41262,4.95,1,5,0
29,24778,1.41,1,1,0
45,79207,3.93,1,13,1
52,21364,3.41,1,1,0
41,71417,2.29,0,9,1
48,47169,9.65,1,1,1
20,32271,7.92,1,0,0
47,42259,7.03,0,1,0
44,124359,5.44,0,19,1
34,96710,5.96,1,14,1
23,59882,7.57,1,3,1
60,65139,3.36,1,7,0
35,92517,3.34,0,13,1
52,86066,0.38,1,19,1
44,52522,2.92,1,7,0
34,48496,1.18,1,1,1
28,61601,1.87,1,5,0
55,109111,0.78,1,20,1
54,92007,9.37,0,10,1
59,80728,3.82,0,14,1
51,118781,7.06,0,19,1
49,72385,9.15,1,19,1
60,34854,8.41,1,4,1
52,69699,3.41,1,12,1
45,115726,7.02,1,15,1
39,65351,3.53,1,5,0
33,55609,8.63,1,2,1
59,43859,5.14,1,0,0
57,56848,7.56,1,7,1
29,64412,1.59,1,5,0
22,50080,6.82,1,2,0
43,96575,8.4,1,17,0
43,33467,6.48,1,0,0
30,55257,5.23,1,7,0
41,75046,7.89,1,12,1
20,52260,9.43,1,1,0
49,111106,1.14,0,19,1
40,40226,8.21,0,0,0
54,63646,6.11,1,7,1
55,52774,4.21,1,4,0
55,74091,0.02,1,17,1
30,33652,7.68,1,1,0
32,88653,4.22,1,13,1
19,39903,8.13,0,1,0
28,56266,6.16,1,4,0
33,50234,5.2,1,1,0
35,73025,6.23,1,13,1
51,63089,0.21,1,12,0
27,53435,9.14,0,3,0
30,92524,5.97,1,12,1
49,25876,2.16,1,1,1
25,75788,2.96,1,7,0
24,51846,1.79,1,3,0
34,72207,1.99,1,9,0
58,131428,2.76,0,19,1
44,108960,3.71,1,18,1
25,33382,5.64,1,1,1
46,98041,2.85,1,18,1
54,86906,8.58,1,18,1
44,23505,3.68,1,2,0
54,25608,5.91,0,0,0
41,67897,0.59,1,4,0
33,103102,4.56,1,13,1
43,47109,1.4,1,6,1
48,34481,1.61,1,4,0
44,56754,6.06,1,12,1
43,61856,6.32,1,9,1
60,87031,4.46,1,15,1
32,46202,1.35,1,0,0
32,59562,5.92,1,6,1
40,54874,5.19,1,12,1
42,108739,4.82,1,20,1
21,25128,1.02,1,0,0
53,30946,4.09,1,3,0
33,66730,4.11,0,6,0
57,115235,8.92,1,20,1
38,105499,0.45,0,19,1
57,104324,6.15,0,19,1
60,47358,4.85,1,9,0
34,24557,3.26,1,0,0
20,34077,2.45,1,0,0
24,46399,4.65,1,3,1
29,63200,0.11,1,9,0
18,17890,8.7,0,0,0
60,91495,0.02,0,20,1
54,71862,0.44,1,11,1
23,30967,2.24,1,2,0
40,29858,1.48,1,0,0
42,85492,7.78,1,13,1
42,112312,0.26,0,18,1
20,53742,8.85,1,1,0
21,40591,6.46,1,2,0
47,61911,1.4,1,8,0
50,115668,2.72,0,20,1
46,97495,0.5,1,10,1
21,23096,5.58,1,2,0
31,81962,5.83,1,11,1
38,106832,3.21,1,20,1
24,51232,2.76,1,1,0
38,105843,9.87,0,20,1
24,46051,2.14,1,1,0
18,17676,8.65,1,0,0
51,51010,6.84,0,5,0
40,58056,2.29,1,4,0
20,54725,7.67,1,2,0
35,93156,2.9,1,14,1
60,73686,9.54,1,5,1
29,92611,1.49,0,11,0
31,80311,0.02,1,12,0
58,55716,4.3,1,6,0
45,67645,7.1,1,7,1
59,38317,2.53,1,4,0
41,59393,9.05,0,3,0
41,102065,6.87,1,18,1
20,23948,7.38,1,1,0
26,40589,7.28,1,5,0
41,87110,4.43,1,18,1
19,36062,2.45,1,0,0
57,107269,1.97,1,17,1
45,72034,2.0,0,8,0
24,64290,2.76,0,6,0
26,70211,2.24,1,6,0
56,84401,8.23,1,15,1
56,31057,4.25,1,1,0
50,61832,4.53,1,6,0
51,124033,4.79,1,19,1
38,45306,8.92,1,5,1
46,51805,9.46,1,3,1
44,110907,0.97,1,19,1
34,38421,5.86,1,5,0
59,104087,2.58,1,16,1
40,106760,7.75,1,14,1
38,39847,8.11,0,6,0
25,47096,5.52,0,7,0
26,46954,1.11,1,0,0
50,21815,4.22,1,0,0
21,34097,0.89,1,2,0
35,32569,5.55,1,3,0
49,26416,0.9,1,2,0
47,65767,8.19,1,6,1
42,83992,7.32,1,11,1
50,58117,0.29,1,12,0
52,77409,6.31,1,12,1
59,66189,3.85,1,11,1
51,38757,7.33,0,1,0
19,41973,0.02,1,0,0
30,60327,6.98,1,4,0
58,47940,5.18,1,1,0
40,50895,2.18,1,4,1
40,88859,6.16,0,13,1
48,117342,7.21,1,16,0
19,48408,3.99,1,1,0
19,48994,3.05,1,1,0
22,37915,2.6,0,1,0
31,28558,3.83,1,2,0
40,129450,2.03,1,20,1
52,139732,2.22,0,19,1
18,47445,7.28,1,0,0
58,64079,8.49,1,11,1
57,35414,5.81,1,4,0
32,60814,6.06,1,5,0
47,82648,1.47,1,9,1
38,87629,5.2,1,10,1
25,30207,2.45,1,1,0
24,44667,1.59,1,0,0
58,71482,4.05,1,9,1
51,43181,8.13,0,4,0
59,62042,6.92,0,9,0
54,48608,5.8,1,9,0
49,39805,1.53,0,3,0
50,83417,0.38,1,13,1
23,39424,4.82,1,2,0
59,89370,1.75,1,19,1
27,66667,8.81,1,7,1
43,90420,7.86,1,14,1
43,68216,8.86,1,6,1
36,115352,4.26,1,16,1
52,66516,8.94,0,10,1
21,33730,6.76,0,3,0
42,119428,2.08,1,19,1
25,48288,1.19,1,4,0
29,60485,9.81,1,10,1
41,49220,6.92,0,6,0
41,74934,4.87,1,12,1
34,46504,7.24,1,6,0
